X,Y,Elevation,Slope Angle,Geography,Rainfall,Rainfall Pattern,Soil Type,Livelihood,Industrial Activity,Pitmine Radius,Pitmine Depth,Risk
0,0,48.50606832855742,-0.9215294239963256,valley,1721.395495537056,seasonal,sand,medium,high,404.9508577876242,38.64917670713167,0.47773796658115186
0,1,45.7160281742349,-0.919395796227505,cliff,1328.6903845645552,irregular,clay,low,high,421.04007295221214,27.62819253441159,0.4701568889646078
0,2,43.022270946233036,-0.9216236200373729,hill,1301.6274486841098,uniform,sand,medium,medium,373.0031550658048,54.27997266684174,0.4480448457799349
0,3,40.51979046269386,-0.9315843873587397,valley,1161.4805202247173,uniform,sand,high,medium,377.4533982677197,81.59329220011858,0.4125129804691085
0,4,38.29737359733297,-0.9516503844530817,valley,1179.514137670713,uniform,rocky,high,low,360.3981630135717,57.32967563375806,0.36583710683735415
0,5,36.433054131005164,-0.9832843100113138,cliff,1120.9729094641489,uniform,sand,high,medium,246.2683322324844,37.01860776765446,0.31181042868004555
0,6,34.99037086672332,-1.027129761244737,hill,1109.319182375242,seasonal,loam,medium,medium,327.33813656251755,33.51592049563027,0.25660839170227634
0,7,34.01543000813015,-1.0831025879659748,hill,1359.2601486201447,irregular,sand,medium,low,327.5584065968379,53.641145815014056,0.21059324743257818
0,8,33.53477180142332,-1.1504831146600694,valley,919.2506310628303,uniform,rocky,medium,low,291.9892463999634,45.90385191786994,0.189080904563628
0,9,33.5540414407335,-1.2280092305456591,plain,877.2318513827221,uniform,rocky,high,high,321.75906661219756,66.3269712552295,0.20251305605760683
0,10,34.05746423695566,-1.3139703476261602,valley,863.0414847373868,irregular,sand,high,low,229.75041562119327,11.146782693113476,0.24277846974150769
0,11,35.00812505003319,-1.4063022267311425,valley,1813.6963643031463,uniform,sand,high,medium,355.23235511293115,66.91426449551186,0.2938531042778457
0,12,36.34905198469562,-1.5026826715477384,valley,1359.102870501174,irregular,sand,low,low,152.15145008689342,52.76102181341565,0.34425547571226306
0,13,38.00510434964889,-1.600628090642104,valley,1291.3476605040435,seasonal,clay,medium,high,433.9795401142872,82.03236338179416,0.38726916907895703
0,14,39.885664880219124,-1.6975909274710332,cliff,882.7455989119705,uniform,loam,medium,medium,432.9193168499257,35.83719868290945,0.4189767185638037
0,15,41.88813622444934,-1.7910579583836181,hill,1387.0026902024485,irregular,sand,high,high,274.03795738389056,80.62406660942479,0.4372816735337471
0,16,43.90224169264927,-1.8786494586129905,cliff,1165.0285960640015,uniform,loam,high,medium,273.4667381925614,96.06400083706397,0.4416222274116774
0,17,45.815130270398356,-1.9582192362581878,cliff,1264.250682339525,seasonal,rocky,high,low,229.57145863471152,50.84299637834396,0.43302620861797286
0,18,47.51728589500178,-2.02795553425603,cliff,907.0139052409331,irregular,loam,high,low,70.5840599643848,42.877794345973726,0.41434352482188164
0,19,48.90924099539964,-2.086482800343177,valley,1248.080657225273,irregular,sand,low,low,114.46927014709468,87.00217898508514,0.3905019458747502
0,20,49.9090942955292,-2.1329643250081674,plain,1072.849938538055,irregular,rocky,high,low,371.51967221094316,31.201513804404065,0.36838252388537496
0,21,50.46083288114027,-2.1672057474336484,hill,970.3166528909437,uniform,sand,high,low,114.23344979249009,75.94795853888674,0.3554003767277595
0,22,50.543458530063724,-2.1897594294286264,plain,1420.2319007421747,irregular,loam,high,medium,235.4202505068425,61.54066072891824,0.35604381472501556
0,23,50.180918305933034,-2.2020296973507882,cliff,738.6876574409993,irregular,loam,medium,high,209.40174389400505,48.821592317509605,0.3681987648153261
0,24,49.452839415358966,-2.206378952018973,cliff,1369.4328792942451,irregular,clay,medium,high,148.7868245583174,27.293339254495898,0.38314923786543686
0,25,48.50606832855742,-2.2062346466156555,plain,1405.3458400658988,seasonal,loam,high,high,287.9780814663186,11.199894480235312,0.38984426291315594
0,26,47.558847931042095,-2.2026087411359256,plain,936.1068973346278,irregular,rocky,medium,high,213.38184166207185,58.45358406096653,0.38266690690509175
0,27,46.82798274358633,-2.184289801082244,plain,953.9014616602598,irregular,sand,low,low,391.78972533433216,15.213023386163673,0.36556889108247814
0,28,46.45888510552079,-2.140004984337388,cliff,1133.0922956200793,irregular,loam,low,high,337.5374912507256,19.587467140242616,0.34801952049156687
0,29,46.53057054280634,-2.0619132664062363,cliff,1284.6108631386662,seasonal,sand,low,high,266.24191975849806,64.39740785708806,0.3380506133104989
0,30,47.06703071780611,-1.9452765080618875,hill,1154.1435024557325,irregular,clay,low,medium,308.9649807408618,31.661353308583948,0.3386645979368292
0,31,48.04781586767531,-1.7881308505940083,hill,1330.0687380575637,uniform,sand,medium,medium,244.03057947633332,72.02938545502282,0.3471507064492527
0,32,49.417826731368734,-1.590958438659186,cliff,1728.8938957612197,irregular,sand,medium,low,402.52463673202817,23.325951756504345,0.35752602472068035
0,33,51.09631596526597,-1.3563594707335938,plain,1047.684969255086,uniform,loam,high,medium,482.1861039704868,16.339278905164186,0.3636567066265292
0,34,52.98509904741431,-1.0887245771676106,plain,685.4460087889738,seasonal,loam,low,low,395.0773780997998,57.158450994445595,0.3609898107390815
0,35,54.97597467038942,-0.7939075258426556,hill,1447.777074909196,seasonal,sand,low,high,437.76740210646864,31.467248396612465,0.3469985858903185
0,36,56.95735462277369,-0.4788982554302734,cliff,1704.9943727782588,irregular,clay,medium,high,402.6486538803942,48.43657968619637,0.3211412700255987
0,37,58.82010315925229,-0.15149623625311648,hill,1317.8305089153373,irregular,rocky,low,low,233.42527588847094,19.827326647671942,0.28488534616363836
0,38,60.46258585932699,0.18001584125175185,hill,873.6753973938996,seasonal,rocky,medium,high,434.37104686706954,36.34253245650198,0.24221657482570028
0,39,61.79492797464753,0.5071980504675082,valley,1162.8322910294398,seasonal,rocky,medium,low,67.07746491486486,15.33092560496391,0.2012339523872864
0,40,62.742482264961005,0.8217788849299694,valley,864.4429547365103,seasonal,rocky,low,medium,448.499433564254,82.96644910024995,0.176597904657482
0,41,63.24850632267863,1.1159805870580684,valley,1392.8566481888843,uniform,sand,high,medium,261.50646018720295,10.390605747482041,0.18483526423803642
0,42,63.276049386060464,1.3828441492819081,plain,794.6128791904696,uniform,sand,medium,high,198.49726158311609,96.36185726109984,0.22617622642482185
0,43,62.80904864101766,1.6165539875690556,cliff,1109.96136395154,irregular,sand,medium,medium,286.3229408955678,34.50411850629265,0.28605264188404217
0,44,61.85263501153266,1.8127622873482068,cliff,898.6986521118281,uniform,sand,low,low,359.58139346395524,17.014467093755062,0.35166753148496094
0,45,60.432648438696766,1.968913021831213,cliff,1238.0474055404886,seasonal,clay,medium,medium,326.88221223132615,86.9677799585434,0.4151352925240768
0,46,58.59436264836578,2.084565642732663,cliff,1090.0974968586727,irregular,sand,high,high,328.1452428176643,70.15566373849632,0.4714794092355174
0,47,56.400419407433155,2.1617184433874144,valley,1253.028630975079,uniform,sand,low,high,94.98055080030323,86.75202522769534,0.5173846220108291
0,48,53.927972268720914,2.205131594266007,plain,1206.7051664899097,irregular,sand,medium,low,378.04759856368804,59.157561381579896,0.5507368217104838
0,49,51.26503980448812,2.2226498508878407,plain,904.0022916827669,uniform,loam,low,medium,370.26021676257034,33.19346849634043,0.5705286751527964
0,50,48.50606832855742,2.22552493413248,valley,1388.0631190587064,irregular,rocky,high,medium,102.09051580002372,18.868961218085417,0.5803577323345229
0,51,45.693168685020076,2.223855936061703,plain,1185.3703044470653,seasonal,loam,low,low,69.6151853414307,59.235985497522584,0.5955465586623195
0,52,42.69581311305753,2.211759321713245,valley,903.4412976402298,seasonal,clay,high,low,492.2601129815208,68.26333025904185,0.6237949123025679
0,53,39.43631748673961,2.1812038490753025,cliff,1872.2779668617377,seasonal,clay,low,low,385.8087302649499,50.21409591798938,0.6555450993641254
0,54,35.92928388590908,2.126569990033971,valley,1342.9290500151374,uniform,rocky,high,high,322.59917106926787,39.91552028861368,0.67954730756984
0,55,32.25721879109415,2.044426300457573,cliff,1154.0218339802084,irregular,rocky,low,high,192.31207390716136,86.38777186281767,0.6871717646150907
0,56,28.54859237136573,1.9333048420132002,cliff,1624.5613580105469,irregular,sand,low,low,174.0458650719874,67.60132105932735,0.6726308196171421
0,57,24.958338865139865,1.7934756557158167,hill,1752.544682815982,irregular,rocky,medium,medium,110.91786765317705,23.63331520089149,0.6329597809070202
0,58,21.65079805392428,1.6267202872096114,valley,1156.3951733058345,uniform,clay,low,low,323.84443921488685,92.5820980006329,0.5678165737743754
0,59,18.785097829010304,1.4361043637817588,hill,1304.2192459304285,seasonal,sand,medium,low,309.1926063046788,25.379601162781036,0.47923487387865743
0,60,16.502977851109485,1.2257492231085543,valley,903.5991545991178,seasonal,clay,high,low,470.9765479791628,90.29567485758885,0.3715268406335602
0,61,14.919054302934995,1.000602593734003,valley,1155.8421747695966,irregular,loam,high,low,332.51697124972554,13.772852556294373,0.25204988988366367
0,62,14.113525734727569,0.7662083272806353,hill,1140.2812338720391,irregular,sand,low,high,253.156366693803,97.37759592514114,0.13822310832036316
0,63,14.127320002726767,0.5284751823928264,hill,1255.4481100864962,uniform,sand,medium,high,453.78174959120463,55.07240292685386,0.10788948327992963
0,64,14.959682300586675,0.29344466041243855,valley,1299.828143591103,irregular,loam,medium,medium,326.32518028704925,21.08111827855695,0.20246617159821428
0,65,16.56820428373648,0.06705789278687746,plain,1367.948534648418,irregular,clay,low,high,371.41421146712827,19.739198082242154,0.31723699619211665
0,66,18.87129428668597,-0.14507841979054703,cliff,1271.2927968899878,uniform,rocky,medium,low,332.0004042489924,47.61271540826808,0.4218368165275923
0,67,21.75308863327566,-0.33792701650778056,hill,836.7772120112506,irregular,sand,low,low,126.24757202193882,48.1130643023119,0.5071501545679212
0,68,25.07080403987208,-0.5072560338289307,cliff,918.4598682776746,seasonal,rocky,low,low,105.73255502055402,62.28555980953838,0.568422665034773
0,69,28.6645311115073,-0.6498759111566486,plain,1036.077714160898,uniform,loam,low,medium,331.05846222854524,42.15264944877127,0.6034221988512204
0,70,32.369468930963784,-0.7638772447622841,plain,1115.3278224230314,seasonal,clay,medium,high,461.3029476970305,55.828498410918975,0.6123637692109025
0,71,36.03060074080395,-0.8488695899835221,plain,1515.232287141634,irregular,clay,low,low,483.64554247204103,64.37898150392293,0.5981588349670327
0,72,39.5198107183442,-0.9062212116897967,hill,851.1183039441262,irregular,clay,high,low,497.93831135970197,87.58218736899238,0.5667294995332937
0,73,42.75544184357433,-0.9392997830151657,plain,1092.7754855487901,uniform,rocky,low,low,429.79891079319896,96.29898350105532,0.5273008061646733
0,74,45.72429486002116,-0.953714032358917,hill,1485.9028494642148,uniform,rocky,medium,medium,213.74918628807492,89.4856667569088,0.4926323531464012
0,75,48.50606832855742,-0.957556338653788,plain,1110.0367576510164,uniform,rocky,low,high,326.0835460829946,17.361696532014708,0.4735269933530068
0,76,51.225562665841515,-0.9586146291109188,cliff,1338.1246949528472,uniform,rocky,low,medium,324.0748756422371,37.12419128094861,0.4582378913907728
0,77,53.80820599736135,-0.9549045448463573,cliff,1158.137387121629,irregular,sand,high,high,291.89841945662494,21.677621556589198,0.4279490163668862
0,78,56.13491144911173,-0.9427701933433568,valley,1277.0349771974168,irregular,rocky,high,low,383.92913975843817,63.1095589707669,0.3810933125659816
0,79,58.107694473922734,-0.9196713601529751,cliff,1131.4582368571378,seasonal,loam,medium,medium,126.4935270718299,74.49340184794032,0.3216767407863347
0,80,59.65107989889662,-0.8840759609833455,valley,1400.1196418185061,seasonal,sand,low,medium,134.9102194576197,73.96851379955379,0.2546543068447836
0,81,60.712974059737256,-0.835352696191002,cliff,736.4830777780694,uniform,clay,low,medium,475.10173190837156,50.970582322764216,0.18713137188509568
0,82,61.26500202197271,-0.7736639076743046,hill,1091.0063974834366,irregular,rocky,high,high,427.93658242170306,64.69874114252818,0.13257224513775945
0,83,61.30230988907079,-0.6998586381688767,cliff,1288.9718030082925,uniform,rocky,low,medium,418.3341753040341,35.20891517286876,0.1167269358017166
0,84,60.84283219744695,-0.6153658929452916,valley,1360.1085744018578,uniform,sand,medium,medium,267.3982403437318,70.62153610897684,0.14815491655731738
